"Type","Ticker","Contracts","Direction","Average_Price","Realized_Revenue","Realized_Cost","Realized_Profit","Fees","Created"
"trade","KXMLBGAME-25JUL06BALATL-BAL","52","No","30","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:37pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","5","No","67","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:39pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","2","No","67","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:39pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","28","No","67","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:39pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","44","No","67","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:40pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","279","No","67","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:40pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","279","No","31","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:42pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","33","No","20","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:55pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","18","No","20","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:56pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","51","No","77","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:56pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","79","No","13","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:58pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","74","No","82","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 12:59pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","5","No","82","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:00pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","83","No","19","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:13pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","30","No","19","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:13pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","4","No","78","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:14pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","21","No","78","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:17pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","2","No","78","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:18pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","45","No","78","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:18pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","17","No","78","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:18pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","24","No","80","0.00","0.00","$0.00","$0.27","Jul 6, 2025 at 1:19pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","179","No","79","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:20pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","79","No","75","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:21pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","2","No","25","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:22pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","77","No","24","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:23pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","179","No","20","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:24pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","479","No","16","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:28pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","379","No","14","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:29pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","9","No","6","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:33pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","70","No","6","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:33pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","2","No","93","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:33pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","77","No","93","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:33pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","16","No","83","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:40pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","22","Yes","84","$22.00","$25.08","-$3.08","0.00","Jul 6, 2025 at 1:42pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","363","No","83","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:42pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","70","Yes","83","$70.00","$79.23","-$9.23","0.00","Jul 6, 2025 at 1:42pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","387","Yes","83","$387.00","$422.97","-$35.97","0.00","Jul 6, 2025 at 1:42pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","51","No","7","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:50pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","20","No","7","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:50pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","312","No","6","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:51pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","96","No","6","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 1:51pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","440","No","93","0.00","0.00","$0.00","$2.01","Jul 6, 2025 at 1:58pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","39","No","93","0.00","0.00","$0.00","$0.18","Jul 6, 2025 at 1:58pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","15","No","84","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:06pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","7","No","14","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:06pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","8","No","14","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:07pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-ATL","48","No","92","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:08pm EDT"
"trade","KXMLBGAME-25JUL06BALATL-BAL","48","No","6","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:08pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","5","No","24","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:25pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","1","No","24","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:25pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","373","No","24","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:25pm EDT"
"settlement","KXMLBGAME-25JUL06BALATL-ATL","1859","No","81","$1,859.00","$1,523.46","+$335.54","0.00","Jul 6, 2025 at 2:29pm EDT"
"settlement","KXMLBGAME-25JUL06BALATL-BAL","1859","No","13","0.00","$246.29","-$246.29","0.00","Jul 6, 2025 at 2:29pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","119","Yes","73","$119.00","$115.43","+$3.57","$1.65","Jul 6, 2025 at 2:30pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","100","Yes","73","$100.00","$97.00","+$3.00","$1.38","Jul 6, 2025 at 2:30pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","1","Yes","72","$1.00","$0.96","+$0.04","$0.02","Jul 6, 2025 at 2:30pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","54","Yes","72","$54.00","$51.84","+$2.16","$0.77","Jul 6, 2025 at 2:30pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","100","Yes","73","$100.00","$97.00","+$3.00","$1.38","Jul 6, 2025 at 2:30pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","5","Yes","72","$5.00","$4.80","+$0.20","$0.08","Jul 6, 2025 at 2:30pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-PHI","34","No","29","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:32pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-CIN","12","No","69","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:33pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-CIN","15","No","69","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:33pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-CIN","7","No","69","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:33pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","123","No","21","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:35pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","6","No","21","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:35pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","12","No","21","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:36pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIA","39","No","79","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:40pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIA","21","No","78","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:42pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIA","81","No","78","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:42pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","250","No","30","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:52pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIA","250","No","67","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 2:53pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","265","No","26","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:02pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIA","176","No","73","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:03pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIA","89","No","73","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:04pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","3","No","3","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:04pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","31","No","94","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:08pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","15","No","94","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:08pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIA","67","No","68","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:08pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIA","149","No","68","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:08pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","120","No","30","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:09pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","333","No","94","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:09pm EDT"
"trade","KXMLBGAME-25JUL06MILMIA-MIL","96","No","30","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:09pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","163","No","22","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:17pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","213","No","21","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:18pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","20","No","85","0.00","0.00","$0.00","$0.18","Jul 6, 2025 at 3:22pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","20","No","12","0.00","0.00","$0.00","$0.15","Jul 6, 2025 at 3:24pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","379","No","86","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:32pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","25","No","22","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:36pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","354","No","36","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:37pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-CLE","379","No","43","0.00","0.00","$0.00","$6.51","Jul 6, 2025 at 3:38pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-DET","46","No","57","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:39pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-DET","333","No","57","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:40pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-PHI","379","No","32","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:51pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-CIN","20","No","67","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:52pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-CIN","289","No","67","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:52pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","123","No","20","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:52pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-CIN","70","No","67","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:53pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","43","No","20","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:53pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","14","No","77","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:56pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","152","No","79","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:57pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","179","No","78","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:59pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","70","No","21","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 3:59pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-PHI","52","No","5","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:00pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","109","No","21","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:00pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-CIN","4","No","94","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:03pm EDT"
"trade","KXMLBGAME-25JUL06CINPHI-CIN","41","No","94","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:03pm EDT"
"settlement","KXMLBGAME-25JUL06MILMIA-MIA","872","No","70","$872.00","$618.20","+$253.80","0.00","Jul 6, 2025 at 4:04pm EDT"
"settlement","KXMLBGAME-25JUL06MILMIA-MIL","872","No","27","0.00","$238.31","-$238.31","0.00","Jul 6, 2025 at 4:04pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","26","No","83","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:05pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","26","No","12","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:06pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-DET","2","No","53","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:13pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-DET","2","No","53","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:13pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-DET","250","No","53","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:13pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-DET","6","No","53","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:13pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-DET","20","No","53","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:13pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-DET","99","No","51","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:13pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","1","No","10","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:13pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","415","No","10","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:14pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","11","No","10","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:14pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-CLE","10","No","93","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:15pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-CLE","369","No","93","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:16pm EDT"
"trade","KXMLBGAME-25JUL06DETCLE-DET","479","No","6","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:16pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","38","No","87","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:17pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","29","No","87","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:17pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","7","No","87","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:17pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","55","No","87","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:17pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","43","No","87","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:18pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","251","No","89","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:19pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","4","No","89","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:19pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","185","No","11","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:20pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","41","No","87","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:22pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","7","No","87","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:22pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","50","No","87","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:23pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","25","No","87","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:23pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","62","Yes","88","$62.00","$67.63","-$5.63","$0.46","Jul 6, 2025 at 4:24pm EDT"
"settlement","KXMLBGAME-25JUL06CINPHI-PHI","465","No","28","0.00","$133.74","-$133.74","0.00","Jul 6, 2025 at 4:24pm EDT"
"settlement","KXMLBGAME-25JUL06CINPHI-CIN","458","No","69","$458.00","$319.69","+$138.31","0.00","Jul 6, 2025 at 4:24pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","1","No","5","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:28pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","1","No","93","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:30pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","85","No","90","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:33pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYM","47","No","90","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:33pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","1","No","8","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:34pm EDT"
"trade","KXMLBGAME-25JUL06NYYNYM-NYY","131","No","7","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:35pm EDT"
"trade","KXMLBGAME-25JUL06HOULAD-HOU","34","No","72","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:45pm EDT"
"trade","KXMLBGAME-25JUL06HOULAD-HOU","68","No","72","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:46pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-TB","18","No","48","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:46pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-TB","59","No","48","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:47pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","77","No","49","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:47pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","4","No","36","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:50pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","152","No","36","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:50pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","4","No","36","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:50pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","4","No","36","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:50pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","4","No","36","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:51pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","4","No","36","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:51pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-TB","168","No","62","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:51pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","4","No","36","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:51pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","203","No","36","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:51pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-TB","7","No","63","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:52pm EDT"
"settlement","KXMLBGAME-25JUL06DETCLE-DET","1237","No","35","0.00","$443.66","-$443.66","0.00","Jul 6, 2025 at 4:53pm EDT"
"settlement","KXMLBGAME-25JUL06DETCLE-CLE","758","No","68","$758.00","$515.44","+$242.56","0.00","Jul 6, 2025 at 4:53pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-TB","204","No","63","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:53pm EDT"
"trade","KXMLBGAME-25JUL06HOULAD-LAD","31","No","38","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:54pm EDT"
"trade","KXMLBGAME-25JUL06HOULAD-LAD","3","No","38","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:54pm EDT"
"trade","KXMLBGAME-25JUL06HOULAD-LAD","14","No","38","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:54pm EDT"
"trade","KXMLBGAME-25JUL06HOULAD-LAD","54","No","38","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:54pm EDT"
"trade","KXMLBGAME-25JUL06HOULAD-LAD","7","No","33","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:57pm EDT"
"trade","KXMLBGAME-25JUL06HOULAD-HOU","7","No","66","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 4:58pm EDT"
"settlement","KXMLBGAME-25JUL06NYYNYM-NYY","1832","No","19","0.00","$349.21","-$349.21","0.00","Jul 6, 2025 at 5:00pm EDT"
"settlement","KXMLBGAME-25JUL06NYYNYM-NYM","1832","No","87","$1,832.00","$1,594.59","+$237.41","0.00","Jul 6, 2025 at 5:00pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-TB","1","No","48","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:00pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-TB","479","No","8","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:02pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","31","No","90","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:02pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","47","No","90","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:03pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","184","No","89","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:03pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","1","No","92","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:04pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-TB","479","No","4","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:05pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-TB","479","Yes","93","$479.00","$721.76","-$242.76","0.00","Jul 6, 2025 at 5:06pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","112","No","92","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:06pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","104","No","92","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:07pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","235","No","90","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 5:07pm EDT"
"trade","KXMLBGAME-25JUL06TBMIN-MIN","235","Yes","7","$235.00","$111.06","+$123.94","$1.08","Jul 6, 2025 at 5:08pm EDT"
"settlement","KXMLBGAME-25JUL06TBMIN-TB","936","No","5","0.00","$55.72","-$55.72","0.00","Jul 6, 2025 at 5:31pm EDT"
"settlement","KXMLBGAME-25JUL06TBMIN-MIN","935","No","77","$935.00","$724.66","+$210.34","0.00","Jul 6, 2025 at 5:31pm EDT"
"settlement","KXMLBGAME-25JUL06HOULAD-HOU","109","No","71","0.00","$78.06","-$78.06","0.00","Jul 6, 2025 at 7:00pm EDT"
"settlement","KXMLBGAME-25JUL06HOULAD-LAD","109","No","37","$109.00","$41.07","+$67.93","0.00","Jul 6, 2025 at 7:00pm EDT"
"trade","KXMLBGAME-25JUL06TEXSD-TEX","29","No","44","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 10:06pm EDT"
"trade","KXMLBGAME-25JUL06TEXSD-TEX","29","Yes","53","$29.00","$28.13","+$0.87","0.00","Jul 6, 2025 at 10:08pm EDT"
"trade","KXMLBGAME-25JUL06TEXSD-SD","29","No","52","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 10:10pm EDT"
"trade","KXMLBGAME-25JUL06TEXSD-TEX","1","No","47","0.00","0.00","$0.00","0.00","Jul 6, 2025 at 10:12pm EDT"
